REGION_N,REGION_C,PLN_AREA_N,PLN_AREA_C,SUBZONE_N,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011
,,,,,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income
NORTH-EAST REGION,NER,SERANGOON,SG,SERANGOON CENTRAL,0.4765751211631664,3550,6960,6810,7420,11179.773447015834,0.4761140104375753,3670,6980,7120,7150,11095.214689265536,0.47794994040524436,3820,7070,7380,6910,10983.451277955272,0.4785491419656786,4060,7170,7800,6630,10903.149569303054,0.4785111281657713,4320,7340,8150,6270,10882.739113680154,0.4780966767371601,4570,7570,8440,5930,10763.996965098635,0.4791511541325391,4770,7740,8760,5620,10625.802321228004,0.4800738007380074,4990,7900,8930,5280,10567.14169139466,0.48307244266472515,5290,8010,9190,5000,10503.96486090776,0.4843130183916336,5520,8210,9280,4730,10539.521739130434
NORTH-EAST REGION,NER,SERANGOON,SG,SERANGOON GARDEN,0.4772727272727273,5540,9140,10040,11360,15739.644043931286,0.4774725274725275,5710,9280,10390,11030,15680.410041841003,0.4787976382179281,5960,9680,10820,10770,15697.185527747552,0.4783521385463133,6360,10050,11300,10430,15650.125066524748,0.4779906784049715,6620,10360,11590,10070,15589.191064388962,0.4786826653050804,6980,10600,11950,9650,15606.874773139745,0.47967887606623183,7390,10900,12330,9220,15512.431922488526,0.47929141716566864,7700,10950,12660,8780,15313.264278296989,0.4800895968143355,7990,11050,12820,8330,15307.738860103627,0.48099049524762383,8110,11120,12890,7890,15446.94402499349
NORTH-EAST REGION,NER,SERANGOON,SG,SERANGOON NORTH,0.4918444165621079,2840,4670,4820,3610,9858.25988700565,0.49226006191950467,3010,4710,4990,3440,9857.204460966543,0.4919950738916256,3120,4760,5130,3230,9838.287122612446,0.49339735894357745,3410,4810,5390,3060,9852.007211538461,0.4914856136230182,3690,4890,5610,2860,9861.947152084556,0.49514008004574045,3980,4990,5860,2680,9859.569547796222,0.496098104793757,4300,5110,6060,2480,9856.98382598996,0.49698299506308286,4590,5210,6160,2260,9851.54116355653,0.4986420423682781,4850,5240,6260,2060,9850.354347826087,0.49946294307196565,5160,5280,6270,1910,9854.293390650188
NORTH-EAST REGION,NER,SERANGOON,SG,SERANGOON NORTH IND ESTATE,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,SERANGOON,SG,UPPER PAYA LEBAR,0.48226950354609927,2890,4970,4690,4380,14814.992275698158,0.48359133126934983,2730,4670,4560,4190,14461.00062305296,0.48641975308641977,2770,4680,4720,4050,14361.890615289,0.48738461538461536,2840,4690,4870,3850,14196.15108359133,0.48815461346633415,2860,4570,4970,3630,13957.720025109855,0.4877734877734878,2780,4430,4870,3480,13563.523685918235,0.4883574575204531,2990,4570,5020,3310,13542.841904761905,0.48724331051649034,3130,4600,5160,3190,13451.841708542714,0.48630553864881315,3290,4740,5370,3080,13523.594594594595,0.48741007194244607,3460,4790,5460,2960,13516.934624697336
NORTH REGION,NR,SIMPANG,SM,PULAU SELETAR,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SIMPANG,SM,SIMPANG NORTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SIMPANG,SM,SIMPANG SOUTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SIMPANG,SM,TANJONG IRAU,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,SINGAPORE RIVER,SR,BOAT QUAY,0.5384615384615384,0,20,40,50,20536.0,0.5384615384615384,10,10,40,40,20536.0,0.5384615384615384,20,20,40,40,20536.0,0.5714285714285714,20,20,50,50,20536.0,0.6,20,30,50,50,20536.0,0.5555555555555556,20,50,50,40,20536.0,0.5625,20,60,50,40,20536.0,0.5882352941176471,20,50,60,40,20536.0,0.5294117647058824,10,70,50,40,20536.0,0.47058823529411764,20,80,50,30,20536.0
CENTRAL REGION,CR,SINGAPORE RIVER,SR,CLARKE QUAY,0.5833333333333334,30,40,50,10,20536.0,0.5384615384615384,20,50,50,10,20536.0,0.5714285714285714,30,40,60,10,20536.0,0.5384615384615384,20,40,50,10,20536.0,0.5833333333333334,20,40,40,0,20536.0,0.6153846153846154,10,40,50,10,20536.0,0.5714285714285714,20,60,50,10,20536.0,0.5714285714285714,30,40,60,10,20536.0,0.6666666666666666,20,40,60,10,20536.0,0.6363636363636364,30,40,30,10,20536.0
CENTRAL REGION,CR,SINGAPORE RIVER,SR,ROBERTSON QUAY,0.4633333333333333,740,710,1180,390,20536.0,0.46808510638297873,690,680,1120,350,20536.0,0.46863468634686345,660,710,1030,320,20536.0,0.4696969696969697,630,720,1000,290,20536.0,0.4669260700389105,610,770,920,290,20536.0,0.4669421487603306,550,730,900,260,20536.0,0.4649122807017544,480,740,820,240,20536.0,0.47085201793721976,490,750,810,220,20536.0,0.47317073170731705,440,710,730,190,20536.0,0.47593582887700536,380,660,670,180,20536.0
CENTRAL REGION,CR,SOUTHERN ISLANDS,SI,SENTOSA,0.4742268041237113,460,420,800,250,22376.666666666668,0.46808510638297873,450,400,780,240,22436.043010752688,0.4666666666666667,430,400,750,220,22418.5,0.47619047619047616,400,390,720,180,22453.82035928144,0.4875,390,350,700,170,22528.113924050635,0.4864864864864865,350,330,650,150,22645.097222222223,0.4857142857142857,340,310,620,140,22606.75,0.4846153846153846,290,310,570,120,22623.055118110235,0.48148148148148145,240,250,500,100,22639.619047619046,0.4772727272727273,210,220,400,80,22783.325581395347
CENTRAL REGION,CR,SOUTHERN ISLANDS,SI,SOUTHERN GROUP,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,STRAITS VIEW,SV,STRAITS VIEW,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SUNGEI KADUT,SK,GALI BATU,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,0.38461538461538464,0,0,20,110,,0.38461538461538464,0,0,20,100,,,0,0,0,0,,0.4,10,10,20,120,,0.3333333333333333,0,0,20,120,,0.3333333333333333,0,0,10,120,
NORTH REGION,NR,SUNGEI KADUT,SK,KRANJI,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SUNGEI KADUT,SK,PANG SUA,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SUNGEI KADUT,SK,RESERVOIR VIEW,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,SUNGEI KADUT,SK,TURF CLUB,0.4925373134328358,110,180,190,200,26058.0,0.4857142857142857,110,190,190,210,26058.0,0.4927536231884058,110,180,200,190,26058.0,0.5,120,180,200,180,26058.0,0.5074626865671642,130,160,200,170,26058.0,0.5,120,170,190,180,26058.0,0.5,120,180,190,160,26058.0,0.5,130,180,190,170,26058.0,0.4927536231884058,130,190,190,180,26058.0,0.5,120,190,180,170,26058.0
EAST REGION,ER,TAMPINES,TM,SIMEI,0.4828897338403042,7150,11060,12150,9090,14629.369254341165,0.48126873126873126,7460,11410,12500,8680,14585.203219315896,0.4817753533349864,7810,11660,12740,8130,14522.883116883117,0.4826414178198592,8360,12020,13100,7710,14449.147677261613,0.48519579751671443,8790,12340,13440,7310,14431.942774705458,0.485132287520487,9260,12710,13850,6880,14414.41762903606,0.4846950517836594,9710,13300,13990,6480,14357.60018509949,0.48570769940064545,9980,13280,14040,6080,14281.607697658243,0.48539378359429775,10210,13120,13820,5650,14130.15890926187,0.4872155758855266,10540,12920,13920,5240,14172.573789846518
EAST REGION,ER,TAMPINES,TM,TAMPINES EAST,0.4883561120867374,23380,38540,37560,31530,8932.523557802804,0.48836859143265826,24390,39670,38740,30020,8922.61234045767,0.48915377211816097,25330,40600,40390,28760,9044.796998068063,0.4890113928702683,26300,40930,41770,27040,9040.537808926596,0.4900421572903038,27670,41490,43000,25420,8952.873486064498,0.4902527075812274,28820,41830,44040,23780,8815.34493005726,0.490607411738908,29660,40820,44430,21930,8773.030378632227,0.4911681325870466,31210,40840,45180,20340,8791.955620437957,0.491486124193899,32620,40770,45660,18960,8837.556477438136,0.4921469740634006,34000,41140,46000,17680,8861.534052254468
EAST REGION,ER,TAMPINES,TM,TAMPINES NORTH,0.49129353233830847,2180,3610,1270,1000,8096.884318766067,0.483739837398374,600,1050,440,370,7835.117903930131,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,TAMPINES,TM,TAMPINES WEST,0.4914637208134572,15520,23820,22710,17630,9882.745532343317,0.49215513995230326,15770,23960,23130,16830,9766.827334507929,0.49280980367637867,16110,24320,23790,15760,9718.747335423197,0.4930625630676085,16300,24060,24190,14730,9576.713779128673,0.494088923156001,16300,23590,24250,13700,9527.612961528532,0.49430290615798234,16980,23540,24830,12780,9479.940048887174,0.4941253263707572,17120,22930,24870,11700,9196.005249343832,0.4950339780449556,17800,22860,25050,10820,9110.031003678403,0.4949442571947109,18670,23040,25400,10040,9112.943214378745,0.4948946620137004,19340,23290,25460,9310,9171.186907390571
EAST REGION,ER,TAMPINES,TM,XILIN,0.5028248587570622,280,520,550,400,22160.117647058825,0.5028901734104047,290,510,590,360,22156.22754491018,0.49710982658959535,300,510,590,330,22123.161676646705,0.5027932960893855,330,500,660,310,22082.16,0.5027322404371585,350,520,690,270,21977.855555555554,0.5052083333333334,420,520,730,250,22026.06349206349,0.5,440,530,750,240,21995.181347150257,0.5025125628140703,480,530,780,220,21986.222222222223,0.5,550,540,780,200,21937.10447761194,0.5024154589371981,560,510,800,190,21889.43137254902
CENTRAL REGION,CR,TANGLIN,TN,CHATSWORTH,0.4636627906976744,1500,1590,2520,1280,21354.97503671072,0.46130952380952384,1470,1590,2460,1210,21375.942771084337,0.46070878274268107,1390,1610,2350,1140,21406.08112324493,0.4626391096979332,1370,1590,2270,1070,21417.73870967742,0.46166666666666667,1270,1590,2130,1030,21453.213559322034,0.45993031358885017,1200,1570,2060,940,21522.071428571428,0.4597069597069597,1130,1510,1930,900,21582.382739212007,0.46387832699619774,1080,1470,1870,850,21625.30078125,0.4679611650485437,1060,1510,1760,830,21631.547094188376,0.468,1020,1510,1700,780,21663.17113402062
CENTRAL REGION,CR,TANGLIN,TN,NASSIM,0.4632352941176471,2480,2030,3130,1900,21476.785185185185,0.4607438016528926,2500,2090,3220,1860,21471.640332640334,0.4576271186440678,2420,2070,3190,1780,21481.95289079229,0.4610318331503842,2320,1980,3110,1720,21533.878048780487,0.4610091743119266,2170,1960,3010,1610,21542.915214866436,0.45858343337334934,2060,1840,2900,1540,21562.56865127582,0.4566831683168317,1980,1810,2820,1470,21601.64912280702,0.45226130653266333,1970,1820,2760,1400,21654.468789808918,0.45268542199488493,1920,1860,2690,1350,21696.26459143969,0.45123537061118335,1870,1880,2660,1270,21759.042440318302
CENTRAL REGION,CR,TANGLIN,TN,RIDOUT,0.45394736842105265,330,340,470,380,23707.41891891892,0.4520547945205479,300,340,450,370,23724.76056338028,0.463768115942029,280,330,440,350,23750.298507462685,0.46715328467153283,290,320,420,330,23732.947368421053,0.45588235294117646,270,350,440,330,23757.166666666668,0.46099290780141844,290,360,440,330,23720.218978102188,0.4676258992805755,290,370,440,310,23808.296296296296,0.4632352941176471,280,350,460,300,23857.503759398496,0.46564885496183206,280,320,430,280,24014.425196850392,0.47692307692307695,270,330,420,270,23970.944881889765
CENTRAL REGION,CR,TANGLIN,TN,TYERSALL,0.46649484536082475,840,870,1280,910,20447.90180878553,0.47214854111405835,840,830,1280,820,20335.580901856763,0.4767123287671233,780,820,1270,780,20345.44903581267,0.4735376044568245,780,810,1220,790,20296.25770308123,0.4720670391061452,800,830,1200,750,20264.977528089887,0.4715909090909091,780,820,1200,710,20207.03133903134,0.47109826589595377,800,780,1200,690,20196.25581395349,0.4700854700854701,790,830,1230,670,20162.550143266475,0.4714285714285714,830,810,1240,640,20076.97701149425,0.46875,860,840,1240,620,19977.210227272728
CENTRAL REGION,CR,TOA PAYOH,TP,BIDADARI,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,TOA PAYOH,TP,BOON TECK,0.4918144611186903,2380,3710,3990,4600,6335.78859527121,0.490819209039548,2320,3440,4030,4400,5971.145728643216,0.4919117647058823,2260,3080,4040,4240,5821.986537023186,0.48675034867503486,2490,3290,4300,4270,5759.525230987918,0.4861205145565335,2630,3420,4520,4230,5705.849655172414,0.485771012574454,2710,3550,4720,4160,5690.89608636977,0.48508430609597925,2850,3650,4830,4100,5687.044914134743,0.4882985452245414,2990,3800,4980,4060,5704.606060606061,0.4882214369846879,3360,4200,5370,4060,5683.81512605042,0.4861845972957084,3430,4190,5380,4020,5690.226482923907
CENTRAL REGION,CR,TOA PAYOH,TP,BRADDELL,0.4683673469387755,1670,2430,2860,2860,8837.57625383828,0.47129909365558914,1690,2510,2920,2810,8695.497975708502,0.4750996015936255,1760,2530,2990,2760,8509.895791583167,0.4798076923076923,1880,2640,3140,2750,8306.983574879227,0.4806786050895382,1930,2740,3250,2690,8206.650853889943,0.479108635097493,1990,2800,3330,2650,8172.729477611941,0.47702205882352944,2080,2830,3430,2530,8126.537396121884,0.47802197802197804,2150,2890,3430,2460,8011.457221711132,0.47659176029962547,2110,2840,3380,2350,7614.191909689558,0.47783251231527096,1950,2710,3220,2280,6899.144554455445
CENTRAL REGION,CR,TOA PAYOH,TP,JOO SENG,0.49447852760736194,1480,2290,2410,1980,14246.559701492537,0.4938423645320197,1470,2290,2420,1970,14145.9675,0.49560853199498117,1450,2260,2400,1880,14078.08396946565,0.49933774834437084,1370,2070,2330,1790,13847.2866756393,0.49775112443778113,1180,1710,2090,1690,13187.815950920245,0.5,1230,1740,2120,1650,13221.704268292682,0.5029325513196481,1260,1810,2170,1590,13231.17894736842,0.5043103448275862,1330,1890,2210,1520,13182.938053097345,0.5050215208034433,1370,1910,2210,1480,13008.808823529413,0.5021645021645021,1390,1960,2170,1420,12988.896755162243
CENTRAL REGION,CR,TOA PAYOH,TP,KIM KEAT,0.48180677540777916,1050,2030,2290,2600,7416.694444444444,0.4795539033457249,1120,2070,2400,2520,7428.745635910224,0.4825090470446321,1190,2190,2500,2430,7443.522424242425,0.4840236686390533,1240,2270,2600,2350,7452.771428571428,0.48604651162790696,1330,2340,2710,2220,7467.262295081967,0.48548199767711964,1430,2380,2750,2040,7577.0573099415205,0.4873853211009174,1510,2440,2840,1940,7632.668208092486,0.48863636363636365,1570,2480,2880,1870,7619.364678899083,0.49050279329608937,1690,2520,2930,1820,7593.93686583991,0.4915635545556805,1730,2520,2910,1730,7615.678733031674
CENTRAL REGION,CR,TOA PAYOH,TP,LORONG 8 TOA PAYOH,0.4783216783216783,890,1660,2120,2500,7672.7023977433,0.47891156462585033,990,1700,2220,2440,7641.813186813187,0.4833555259653795,1040,1780,2300,2370,7622.137096774193,0.48195876288659795,1150,1860,2450,2320,7605.8049414824445,0.48383084577114427,1270,1970,2530,2290,7591.412060301507,0.4829683698296837,1360,2030,2590,2240,7595.1154791154795,0.4815695600475624,1430,2140,2640,2210,7603.697841726619,0.4834905660377358,1510,2130,2650,2180,7604.147268408551,0.4842840512223516,1600,2180,2670,2150,7621.092614302462,0.48788927335640137,1660,2210,2710,2080,7642.702325581396
CENTRAL REGION,CR,TOA PAYOH,TP,PEI CHUN,0.4768339768339768,1610,2240,3310,3200,6981.463035019456,0.4768211920529801,1710,2280,3440,3150,6975.961904761904,0.47544022242817424,1810,2360,3590,3070,6969.394957983193,0.4791111111111111,1990,2520,3750,2990,6938.530941704036,0.4795474325500435,2110,2600,3850,2930,6912.441901408451,0.48091603053435117,2230,2780,3920,2870,6910.253641816624,0.4825,2330,2870,3960,2850,6908.920235096558,0.48344370860927155,2400,2990,3950,2750,6912.293577981652,0.48278688524590163,2420,3160,3920,2710,6891.203305785124,0.4832104832104832,2440,3260,3860,2650,6923.414876033058
CENTRAL REGION,CR,TOA PAYOH,TP,POTONG PASIR,0.48293515358361777,1790,2900,3460,3580,9373.423143350605,0.4846153846153846,1830,2880,3530,3470,9125.80276816609,0.4880636604774536,1720,2790,3440,3350,8482.283928571429,0.49044056525353286,1850,3070,3730,3410,9028.682845188285,0.4923572003218021,1970,3280,3860,3310,8964.199513381995,0.49447077409162715,2040,3440,4030,3160,8937.542629482072,0.49615975422427033,2190,3610,4160,3070,8291.28338762215,0.49770290964777947,2220,3690,4240,2920,8228.21283509342,0.5011337868480725,2310,3870,4260,2810,8184.131305044035,0.5018839487565938,2310,3970,4340,2640,8069.519936204147
CENTRAL REGION,CR,TOA PAYOH,TP,SENNETT,0.48333333333333334,1500,2250,1820,1620,20746.74,0.4744525547445255,1020,1480,1500,1500,24740.25,0.4713493530499076,1010,1480,1500,1440,24820.310344827587,0.4707070707070707,920,1280,1390,1370,25257.54201680672,0.4725274725274725,790,1150,1320,1310,25727.949425287356,0.47577092511013214,810,1140,1340,1260,25827.38283062645,0.47845804988662133,790,1080,1330,1230,25978.926014319808,0.47954545454545455,820,1070,1340,1190,25965.304556354917,0.4799107142857143,840,1130,1380,1140,25888.693396226416,0.4797297297297297,840,1150,1400,1070,25887.890995260663
CENTRAL REGION,CR,TOA PAYOH,TP,TOA PAYOH CENTRAL,0.46236175526221907,5180,6980,8800,7060,8907.312971613366,0.46281283045470567,5340,7210,8960,6860,8831.663001064207,0.46534996534996537,5640,7440,9080,6710,8768.853454291695,0.465476591444931,6000,7890,9250,6570,8688.08813559322,0.46664464993394983,6280,8260,9320,6420,8627.46325241104,0.4686178861788618,6530,8610,9380,6240,8588.56628477905,0.4691437802907916,6590,8880,9360,6140,8541.676767676769,0.4693480376256893,6550,9080,9220,5990,8504.70611310886,0.4654987486592778,5930,7930,8520,5620,8330.820309686713,0.4669316949765089,5820,8010,8340,5510,8287.05071141919
CENTRAL REGION,CR,TOA PAYOH,TP,TOA PAYOH WEST,0.4578397212543554,2100,3580,4140,4550,9548.348559381588,0.4581893572909468,2130,3640,4270,4440,9587.19330076762,0.45906228131560534,2080,3660,4270,4280,9585.651376146789,0.45743034055727555,1890,3110,4080,3860,10011.392325763509,0.4586233565351895,1910,3140,4130,3760,7032.4536290322585,0.4595808383233533,2010,3310,4240,3830,6981.324083250744,0.46046852122986826,2060,3440,4290,3890,6936.876097560976,0.4598698481561822,2130,3550,4330,3820,6964.382692307692,0.46132008516678497,2250,3660,4360,3820,6907.147973609802,0.4623955431754875,2380,3790,4400,3790,6853.737918215614
CENTRAL REGION,CR,TOA PAYOH,TP,WOODLEIGH,0.4878048780487805,550,660,770,480,21136.719665271965,0.48760330578512395,560,660,780,420,21118.489451476795,0.49173553719008267,560,670,770,440,21097.5593220339,0.49173553719008267,570,670,800,400,21144.35593220339,0.49377593360995853,580,690,780,370,21149.555555555555,0.4918032786885246,580,710,810,340,21118.489451476795,0.4918032786885246,570,730,810,320,21118.489451476795,0.48535564853556484,580,730,800,290,21152.188841201718,0.4950980392156863,530,570,720,240,21233.222222222223,0.5,510,580,690,230,21283.770833333332
WEST REGION,WR,TUAS,TS,TENGEH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,TUAS,TS,TUAS BAY,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,TUAS,TS,TUAS NORTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,TUAS,TS,TUAS PROMENADE,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,TUAS,TS,TUAS VIEW,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,TUAS,TS,TUAS VIEW EXTENSION,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,WESTERN ISLANDS,WI,JURONG ISLAND AND BUKOM,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,WESTERN ISLANDS,WI,SEMAKAU,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,WESTERN ISLANDS,WI,SUDONG,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,WOODLANDS,WD,GREENWOOD PARK,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,WOODLANDS,WD,MIDVIEW,0.5007088176920896,7580,11450,10850,5390,9244.313568985177,0.5002815315315315,8030,11410,11080,5010,9264.350976507218,0.49860956618464963,8510,11440,11330,4700,9241.760134190663,0.4985050285403642,9100,11590,11630,4480,9232.426892593605,0.49847349431029697,9310,10970,11590,4170,9323.224022346369,0.5007040270346381,9470,10500,11660,3890,9344.223229461757,0.5016722408026756,10050,10440,11800,3610,9378.209700028036,0.5017201834862385,10260,9630,11740,3270,9477.31332948644,0.5028620492272468,10820,9560,11680,2890,9500.473669064748,0.502569960022844,11230,9580,11490,2750,9507.325287356321
NORTH REGION,NR,WOODLANDS,WD,NORTH COAST,0.5066115702479339,1770,3310,3790,3240,7381.163636363636,0.5052631578947369,1910,3380,3920,3160,7375.513776337115,0.5058184639255237,2150,3630,4080,3030,7375.652443754849,0.5059523809523809,2370,3840,4290,2950,7367.768829231916,0.5087966220971147,2650,4070,4580,2930,7307.567796610169,0.5099247091033539,2850,4190,4740,2830,7289.852920962199,0.5086666666666667,3060,4350,4870,2750,7308.85140562249,0.5095081967213114,3240,4420,4950,2650,7287.33948582729,0.5101772816808929,3350,4370,4980,2530,7290.186138613862,0.5064516129032258,3520,4430,5140,2450,7286.7003236245955
NORTH REGION,NR,WOODLANDS,WD,SENOKO WEST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,WOODLANDS,WD,WOODGROVE,0.4992601361349512,6330,10520,11080,5890,11290.551312649164,0.4995602462620932,6710,10540,11280,5590,11237.697722567287,0.4984099450708297,7170,10640,11590,5180,11164.65519253209,0.49929676511954996,7880,10810,11950,4930,11103.008236296506,0.5016703786191536,8460,10830,12080,4550,11070.044406970208,0.5011160714285714,8970,10650,12180,4070,11049.967905405405,0.49972004479283316,9430,10390,12120,3780,10809.220808594855,0.5,10050,10280,12200,3490,10800.868664239708,0.5004137931034482,10540,10170,12240,3300,10714.362371277484,0.5002794857462269,10790,10030,11930,3030,10629.867940432705
NORTH REGION,NR,WOODLANDS,WD,WOODLANDS EAST,0.49994948984745935,23130,30470,31480,13910,9709.30099250557,0.5001015022330492,23800,30040,31750,12920,9674.850254323499,0.5006694819239881,24040,29490,31620,11930,9682.314768976898,0.5008032558637678,23760,27980,30960,10660,9848.462560257098,0.5011667373780229,24860,28420,31130,9890,9874.808402291534,0.5009424083769634,26080,29000,31270,9200,9899.906587077181,0.5023716664909876,26590,29160,30620,8500,9967.064726966055,0.5029078989108596,27250,29470,29990,7860,10015.352437347996,0.5029473684210526,28080,30200,29350,7380,10011.695546899673,0.503880033557047,28740,31230,28500,6890,10014.060199265863
NORTH REGION,NR,WOODLANDS,WD,WOODLANDS REGIONAL CENTRE,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
